,Brand,Processor_brand,Processor_name,Ram_gb,Ssd,Hdd,Os,Os_bit,Graphic_card_gb,Weight,Warranty,Touchscreen,Msoffice,Price,Number of ratings,Number of reviews
526,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,179990,13,5
527,MSI,Intel,Core i7,16,1024,0,Windows,64,4,Casual,2,1,0,154990,3,2
528,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,1,122990,4,2
529,ASUS,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,1,0,224990,9,0
530,MSI,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,0,279990,0,0
531,HP,Intel,Core i7,16,1024,0,Windows,64,4,Casual,1,0,0,121990,0,0
532,HP,Intel,Core i7,16,1024,0,Windows,64,4,Casual,1,0,0,116990,0,0
533,Lenovo,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,151098,7,0
534,MSI,Intel,Core i7,16,1024,0,Windows,64,8,Casual,2,0,0,129990,14,3
535,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,149999,0,0
536,MSI,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,139990,4,2
537,acer,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,129990,54,7
538,HP,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,1,171990,0,0
539,DELL,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,1,93955,4,0
540,ASUS,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,0,234990,0,0
541,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,1,128500,3,1
542,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,1,102990,16,2
543,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,119990,8,1
544,ASUS,Intel,Core i7,16,1024,0,Windows,32,6,Casual,1,0,0,120980,0,0
545,ASUS,Intel,Core i7,16,1024,0,Windows,32,6,Casual,1,0,0,157249,7,0
546,Lenovo,Intel,Core i7,16,1024,0,Windows,64,4,ThinNlight,1,0,0,229900,0,0
547,ASUS,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,131500,0,0
548,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,154990,3,0
549,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,165990,0,0
550,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,ThinNlight,1,0,0,119990,2,1
551,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,167990,0,0
552,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,165000,0,0
553,Avita,Intel,Core i7,16,1024,0,Windows,64,0,ThinNlight,1,0,0,62990,207,49
554,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,1,85990,7,2
555,HP,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,1,94990,0,0
556,HP,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,1,136990,0,0
557,Lenovo,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,1,234990,0,0
558,acer,Intel,Core i7,16,2048,0,Windows,64,8,Casual,1,0,0,159990,4,0
559,ASUS,Intel,Core i7,16,2048,0,Windows,64,0,Casual,1,0,0,233990,0,0
560,ASUS,Intel,Core i7,16,512,1024,Windows,64,2,Casual,1,0,0,93990,0,0
561,HP,Intel,Core i7,16,128,1024,Windows,64,4,Casual,1,0,0,116941,0,0
562,MSI,Intel,Core i7,8,256,1024,Windows,64,4,Casual,2,0,0,63990,794,83
563,ASUS,Intel,Core i7,16,256,1024,Windows,64,4,Gaming,1,0,0,66990,25,4
564,ASUS,Intel,Core i7,16,256,1024,Windows,32,0,ThinNlight,1,0,0,82500,0,0
565,acer,Intel,Core i7,16,256,1024,Windows,64,6,Casual,1,0,0,119990,2038,313
566,MSI,Intel,Core i7,16,256,1024,Windows,64,4,Casual,3,0,0,159990,0,0
567,ASUS,Intel,Core i7,16,256,1024,Windows,64,0,ThinNlight,1,0,0,98912,0,0
568,acer,Intel,Core i7,16,512,1024,Windows,64,4,Casual,1,0,0,92990,214,37
569,acer,Intel,Core i7,16,512,1024,Windows,32,6,Casual,1,0,0,119990,342,54
570,acer,Intel,Core i9,32,1024,0,Windows,64,8,Casual,1,0,0,169990,0,0
571,acer,Intel,Core i9,16,1024,0,Windows,64,6,Casual,1,0,0,139990,0,0
572,MSI,Intel,Core i9,16,1024,0,Windows,64,6,Casual,1,0,0,192990,0,0
573,ASUS,Intel,Core i9,16,1024,0,Windows,64,6,Casual,1,0,0,299990,0,0
574,ASUS,Intel,Core i9,16,1024,0,Windows,64,6,Casual,1,1,0,269990,8,1
575,ASUS,Intel,Core i9,16,1024,0,Windows,64,6,Gaming,1,0,0,139990,0,0
576,Lenovo,Intel,Core i9,16,1024,0,Windows,32,8,Casual,1,0,0,265998,0,0
577,ASUS,Intel,Core i9,16,3072,0,Windows,32,6,Casual,1,0,0,441990,1,1
578,MSI,Intel,Core i5,8,512,512,DOS,32,4,Casual,1,0,0,86990,218,27
579,MSI,Intel,Core i5,8,512,512,DOS,32,6,Casual,1,0,0,109990,78,16
580,MSI,Intel,Core i5,8,512,512,DOS,32,4,Casual,1,0,0,109590,5,2
581,ASUS,Intel,Core i7,16,512,512,DOS,32,6,Casual,1,0,0,146490,2,1
582,APPLE,M1,M1,8,256,0,Mac,64,0,Casual,1,0,0,85990,6725,629
583,APPLE,M1,M1,8,256,0,Mac,64,0,Casual,1,0,0,112990,640,70
584,APPLE,M1,M1,16,256,0,Mac,64,0,Casual,1,0,0,104990,45,4
585,APPLE,M1,M1,16,256,0,Mac,64,0,Casual,1,0,0,132990,640,70
586,APPLE,M1,M1,16,512,0,Mac,64,0,Casual,1,0,0,149990,640,70
587,APPLE,M1,M1,8,512,0,Mac,64,0,Casual,1,0,0,125990,399,45
588,APPLE,M1,M1,8,512,0,Mac,64,0,Casual,1,0,0,103990,809,91
589,APPLE,M1,M1,8,512,0,Mac,64,0,Casual,1,0,0,101990,809,91
590,APPLE,M1,M1,8,512,0,Mac,64,0,Casual,1,0,0,104990,6725,629
591,APPLE,M1,M1,8,512,0,Mac,64,0,Casual,1,0,0,131990,399,45
592,APPLE,M1,M1,16,512,0,Mac,64,0,Casual,1,0,0,128990,45,4
593,APPLE,M1,M1,16,512,0,Mac,64,0,Casual,1,0,0,184990,42,8
594,APPLE,M1,M1,16,512,0,Mac,64,0,Casual,1,0,0,225990,42,8
595,APPLE,M1,M1,4,512,0,Mac,64,0,Casual,1,0,0,124990,45,4
596,APPLE,M1,M1,8,1024,0,Mac,64,0,Casual,1,0,0,149990,640,70
597,APPLE,M1,M1,16,1024,0,Mac,64,0,Casual,1,0,0,169990,640,70
598,APPLE,M1,M1,16,1024,0,Mac,64,0,Casual,1,0,0,225990,42,8
599,APPLE,M1,M1,16,1024,0,Mac,64,0,Casual,1,0,0,243990,42,8
600,APPLE,M1,M1,32,1024,0,Mac,64,0,Casual,1,0,0,309990,3,1
601,ASUS,Intel,Pentium Quad,4,512,512,Windows,64,0,Casual,1,0,0,45990,0,0
602,ASUS,Intel,Pentium Quad,4,128,0,Windows,32,0,Casual,1,1,0,58100,0,0
603,ASUS,Intel,Pentium Quad,8,256,0,Windows,64,0,Casual,1,1,0,62990,0,0
604,HP,Intel,Pentium Quad,8,256,0,Windows,64,0,ThinNlight,1,0,1,32990,77,9
605,ASUS,Intel,Pentium Quad,4,256,0,Windows,64,0,ThinNlight,1,0,1,33990,6,0
606,acer,Intel,Pentium Quad,4,256,0,Windows,64,0,Casual,1,0,0,30990,465,89
607,DELL,Intel,Pentium Quad,4,256,0,Windows,64,0,ThinNlight,1,0,0,36000,102,16
608,ASUS,Intel,Pentium Quad,4,256,0,Windows,64,0,ThinNlight,1,0,1,32990,7,1
609,DELL,Intel,Pentium Quad,4,256,0,Windows,64,0,Casual,1,0,0,35990,0,0
610,ASUS,Intel,Pentium Quad,4,512,1024,Windows,64,0,Casual,1,0,0,27990,0,0
611,ASUS,Intel,Pentium Quad,4,512,1024,Windows,64,0,Casual,1,0,0,25990,4741,658
612,ASUS,Intel,Pentium Quad,4,512,1024,Windows,64,0,Casual,1,0,0,25990,2736,350
613,ASUS,Intel,Pentium Quad,4,512,1024,Windows,64,0,Casual,1,0,0,30780,0,0
614,HP,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,37990,2214,241
615,ASUS,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,35990,2886,375
616,DELL,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,39490,34,4
617,DELL,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,36990,137,15
618,DELL,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,39990,7,0
619,ASUS,AMD,Ryzen 3,4,256,0,Windows,64,0,ThinNlight,1,0,0,33690,170,26
620,DELL,AMD,Ryzen 3,8,256,0,Windows,64,0,ThinNlight,1,0,0,40590,0,0
621,ASUS,AMD,Ryzen 3,4,256,0,Windows,64,0,Casual,1,0,0,37990,39,3
622,ASUS,AMD,Ryzen 3,4,256,0,Windows,64,0,ThinNlight,1,0,1,34500,2886,375
623,acer,AMD,Ryzen 3,8,512,0,Windows,64,0,Casual,1,0,0,36990,11,2
624,HP,AMD,Ryzen 3,8,512,0,Windows,64,0,ThinNlight,1,0,0,43490,163,33
625,HP,AMD,Ryzen 3,8,512,0,Windows,64,0,ThinNlight,1,0,1,41490,153,21
626,acer,AMD,Ryzen 3,4,512,0,Windows,64,0,Casual,1,0,0,34990,0,0
627,HP,AMD,Ryzen 3,4,512,0,Windows,64,0,ThinNlight,1,0,1,44490,267,42
628,DELL,AMD,Ryzen 3,4,512,0,Windows,64,0,ThinNlight,1,0,0,40590,0,0
629,DELL,AMD,Ryzen 3,8,512,0,Windows,64,0,ThinNlight,1,0,0,42090,3,0
630,DELL,AMD,Ryzen 3,8,512,1024,Windows,64,0,ThinNlight,1,0,1,35990,59,12
631,HP,AMD,Ryzen 3,8,512,1024,Windows,64,0,ThinNlight,1,0,1,39490,7291,895
632,DELL,AMD,Ryzen 3,8,512,1024,Windows,64,0,ThinNlight,1,0,0,37390,38,5
633,DELL,AMD,Ryzen 3,4,512,1024,Windows,64,0,ThinNlight,1,0,1,52632,0,0
634,DELL,AMD,Ryzen 3,4,512,1024,Windows,64,0,Casual,1,0,1,39990,409,39
635,DELL,AMD,Ryzen 3,4,512,1024,Windows,64,0,Casual,1,0,0,43990,0,0
636,HP,AMD,Ryzen 3,4,512,1024,Windows,64,0,Casual,1,0,0,32917,353,58
637,Lenovo,AMD,Ryzen 3,4,512,1024,Windows,64,0,Casual,1,0,0,34990,38,6
638,DELL,AMD,Ryzen 3,8,512,1024,Windows,64,0,ThinNlight,1,0,0,39990,18,4
639,HP,AMD,Ryzen 3,8,256,1024,Windows,64,0,Casual,1,0,1,41999,3524,432
640,DELL,AMD,Ryzen 5,8,256,0,Windows,64,0,Casual,1,0,1,41990,939,107
641,DELL,AMD,Ryzen 5,8,256,0,Windows,64,0,ThinNlight,1,0,0,44490,14,1
642,DELL,AMD,Ryzen 5,8,256,0,Windows,64,0,Casual,1,0,1,41990,649,84
643,DELL,AMD,Ryzen 5,8,256,0,Windows,64,0,ThinNlight,1,0,1,44490,8,2
644,MSI,AMD,Ryzen 5,4,256,0,Windows,64,0,Casual,1,0,0,49990,0,0
645,DELL,AMD,Ryzen 5,4,256,0,Windows,64,0,ThinNlight,1,0,0,44390,276,24
646,HP,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,0,57990,4740,532
647,Lenovo,AMD,Ryzen 5,8,512,0,Windows,64,4,Gaming,1,0,1,56990,162,15
648,Lenovo,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,0,48990,219,27
649,HP,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,49970,193,28
650,MSI,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,0,0,47990,562,89
651,HP,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,48990,45,5
652,acer,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,0,53990,7,0
653,Lenovo,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,0,1,52990,39,5
654,acer,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,0,0,43990,0,0
655,Lenovo,AMD,Ryzen 5,8,512,0,Windows,64,4,Gaming,1,0,0,59490,92,10
656,MSI,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,0,64990,469,80
657,DELL,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,0,47490,2,1
658,HP,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,0,59990,1978,188
659,Lenovo,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,0,69990,9,0
660,HP,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,0,58990,1049,134
661,DELL,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,0,59490,74,18
662,HP,AMD,Ryzen 5,16,512,0,Windows,64,0,ThinNlight,1,0,1,67500,196,19
663,HP,AMD,Ryzen 5,8,512,0,Windows,32,0,Casual,1,0,0,48990,17,1
664,ASUS,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,1,1,62450,172,36
665,ASUS,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,0,0,58990,324,34
666,HP,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,57999,86,15
667,ASUS,AMD,Ryzen 5,16,512,0,Windows,64,0,Casual,1,0,0,56990,4,1
668,HP,AMD,Ryzen 5,8,512,0,Windows,64,4,Casual,1,0,1,72990,16,4
669,HP,AMD,Ryzen 5,16,512,0,Windows,64,0,Casual,1,0,1,65990,104,18
670,HP,AMD,Ryzen 5,16,512,0,Windows,64,0,Casual,1,1,1,98020,0,0
671,HP,AMD,Ryzen 5,16,512,0,Windows,64,2,Casual,1,0,1,63990,90,13
672,ASUS,AMD,Ryzen 5,8,512,0,Windows,32,0,ThinNlight,1,0,1,49890,6,1
673,DELL,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,49990,47,7
674,DELL,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,59490,0,0
675,HP,AMD,Ryzen 5,8,512,0,Windows,64,0,Casual,1,1,1,73999,206,27
676,DELL,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,60990,183,42
677,DELL,AMD,Ryzen 5,4,512,0,Windows,64,6,Casual,1,0,0,76190,358,64
678,Lenovo,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,3,1,1,74798,0,0
679,ASUS,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,0,58990,88,13
680,HP,AMD,Ryzen 5,4,512,0,Windows,32,4,Casual,1,0,0,68100,0,0
681,Lenovo,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,1,1,77990,0,0
682,HP,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,55090,364,52
683,ASUS,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,1,0,91990,0,0
684,HP,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,1,84208,0,0
685,acer,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,0,44990,313,39
686,HP,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,53490,826,118
687,Lenovo,AMD,Ryzen 5,4,512,0,Windows,64,4,Casual,1,0,0,76498,0,0
688,DELL,AMD,Ryzen 5,4,512,0,Windows,64,4,Casual,1,0,0,98920,0,0
689,MSI,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,0,54990,1410,203
690,acer,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,0,49990,47,6
691,HP,AMD,Ryzen 5,4,512,0,Windows,32,0,Casual,1,0,0,52380,0,0
692,acer,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,0,49990,6,1
693,HP,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,52500,741,67
694,ASUS,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,49990,14,2
695,acer,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,0,75999,0,0
696,ASUS,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,0,0,80990,0,0
697,Lenovo,AMD,Ryzen 5,4,512,0,Windows,32,0,Casual,1,0,0,59900,3,0
698,HP,AMD,Ryzen 5,4,512,0,Windows,64,0,ThinNlight,1,0,1,54590,349,69
699,DELL,AMD,Ryzen 5,4,512,0,Windows,64,0,Casual,1,1,1,75500,0,0
700,HP,AMD,Ryzen 5,8,512,0,Windows,64,0,ThinNlight,1,0,1,51890,519,48
701,ASUS,AMD,Ryzen 5,16,512,0,Windows,64,0,Casual,1,0,0,78000,3,0
702,HP,AMD,Ryzen 5,16,512,0,Windows,64,0,ThinNlight,1,0,1,59999,19,1
703,HP,AMD,Ryzen 5,8,512,0,Windows,64,4,Gaming,1,0,1,64990,8,1
704,DELL,AMD,Ryzen 5,4,1024,0,Windows,32,0,Casual,1,0,0,57900,3,1
705,Lenovo,AMD,Ryzen 5,4,1024,0,Windows,64,0,ThinNlight,3,1,1,81978,0,0
706,HP,AMD,Ryzen 5,4,512,1024,Windows,64,4,Gaming,1,0,0,59990,1480,151
707,DELL,AMD,Ryzen 5,8,256,1024,Windows,64,0,Casual,1,0,0,49490,31,3
708,ASUS,AMD,Ryzen 5,8,256,1024,Windows,64,0,Casual,1,0,0,54990,18,3
709,Lenovo,AMD,Ryzen 5,8,256,1024,Windows,64,4,Casual,1,0,0,68500,271,24
710,ASUS,AMD,Ryzen 5,8,256,1024,Windows,64,0,Casual,1,0,0,54990,49,6
711,ASUS,AMD,Ryzen 5,8,256,1024,Windows,32,0,Casual,1,0,1,54990,474,65
712,Lenovo,AMD,Ryzen 5,8,256,1024,Windows,64,0,Gaming,1,0,1,63990,861,116
713,HP,AMD,Ryzen 5,4,256,1024,Windows,64,4,Gaming,1,0,0,80000,34,6
714,DELL,AMD,Ryzen 5,4,256,1024,Windows,32,0,Casual,1,0,0,51990,0,0
715,ASUS,AMD,Ryzen 5,4,256,1024,Windows,64,0,Casual,1,0,1,62990,165,34
716,HP,AMD,Ryzen 5,4,256,1024,Windows,64,0,ThinNlight,1,0,0,52990,698,74
717,ASUS,AMD,Ryzen 5,4,256,1024,Windows,64,0,ThinNlight,1,0,1,75100,0,0
718,ASUS,AMD,Ryzen 7,16,512,0,Windows,32,4,Gaming,1,0,0,76990,22,3
719,ASUS,AMD,Ryzen 7,16,512,0,Windows,64,4,Casual,1,0,0,79990,0,0
720,ASUS,AMD,Ryzen 7,8,512,0,Windows,64,4,Casual,1,0,0,71990,144,16
721,ASUS,AMD,Ryzen 7,8,512,0,Windows,64,4,Casual,1,0,0,71990,1810,235
722,Lenovo,AMD,Ryzen 7,16,512,0,Windows,64,4,Casual,1,0,1,99990,26,1
723,ASUS,AMD,Ryzen 7,16,512,0,Windows,64,0,Casual,1,0,0,79990,0,0
724,DELL,AMD,Ryzen 7,16,512,0,Windows,64,4,Casual,1,0,0,93990,0,0
725,ASUS,AMD,Ryzen 7,16,512,0,Windows,64,4,Gaming,1,0,0,82990,1067,145
726,ASUS,AMD,Ryzen 7,4,512,0,Windows,64,4,Casual,1,0,0,106990,0,0
727,ASUS,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,0,92990,25,4
728,Lenovo,Intel,Ryzen 7,4,512,0,Windows,32,4,Casual,3,0,1,81490,0,0
729,ASUS,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,1,56990,0,0
730,MSI,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,0,64990,0,0
731,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,1,60990,530,69
732,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,4,Casual,1,0,1,84988,0,0
733,HP,AMD,Ryzen 7,4,512,0,Windows,64,4,Casual,1,0,0,90990,273,40
734,ASUS,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,0,63990,77,7
735,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,0,1,63990,105,10
736,HP,AMD,Ryzen 7,4,512,0,Windows,64,0,ThinNlight,1,0,1,57999,44,5
737,ASUS,AMD,Ryzen 7,4,512,0,Windows,32,4,Casual,1,0,0,72400,0,0
738,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,1,0,78990,6,0
739,acer,AMD,Ryzen 7,4,512,0,Windows,64,0,ThinNlight,1,0,0,59990,0,0
740,ASUS,AMD,Ryzen 7,4,512,0,Windows,32,4,Casual,1,0,0,111990,0,0
741,HP,AMD,Ryzen 7,4,512,0,Windows,32,0,Casual,1,1,0,109000,0,0
742,DELL,AMD,Ryzen 7,4,512,0,Windows,64,6,Casual,1,0,0,89990,191,27
743,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,3,1,1,78988,0,0
744,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,4,Casual,1,0,0,73138,4,1
745,Lenovo,AMD,Ryzen 7,4,512,0,Windows,64,4,Casual,1,0,0,106990,0,0
746,ASUS,AMD,Ryzen 7,4,512,0,Windows,32,4,Casual,1,0,0,79990,0,0
747,DELL,AMD,Ryzen 7,4,512,0,Windows,64,0,Casual,1,1,1,89570,0,0
748,HP,AMD,Ryzen 7,4,512,0,Windows,64,0,ThinNlight,1,0,1,68500,134,22
749,Lenovo,AMD,Ryzen 7,16,512,0,Windows,64,0,Casual,1,0,0,73400,0,0
750,HP,AMD,Ryzen 7,16,512,0,Windows,64,2,Casual,1,0,1,79990,23,6
751,HP,AMD,Ryzen 7,16,512,0,Windows,64,4,Gaming,1,0,1,84990,4,2
752,MSI,AMD,Ryzen 7,16,1024,0,Windows,64,8,Casual,1,0,0,99990,108,24
753,ASUS,AMD,Ryzen 7,8,1024,0,Windows,64,4,Casual,1,0,0,72990,198,24
754,HP,AMD,Ryzen 7,16,1024,0,Windows,64,0,ThinNlight,1,1,1,92990,0,0
755,HP,AMD,Ryzen 7,16,1024,0,Windows,64,0,ThinNlight,1,0,1,84190,0,0
756,ASUS,AMD,Ryzen 7,16,1024,0,Windows,64,0,Casual,1,1,0,112990,0,0
757,ASUS,AMD,Ryzen 7,4,1024,0,Windows,32,4,Casual,1,0,0,114990,0,0
758,acer,AMD,Ryzen 7,4,1024,0,Windows,64,4,Casual,1,0,0,99990,0,0
759,ASUS,AMD,Ryzen 7,4,1024,0,Windows,32,4,Gaming,1,0,0,95990,57,3
760,HP,AMD,Ryzen 7,4,1024,0,Windows,64,8,Casual,1,0,0,159990,17,2
761,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,0,Casual,1,0,1,76990,0,0
762,Lenovo,AMD,Ryzen 7,4,1024,0,Windows,64,6,Casual,1,0,1,130990,0,0
763,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,0,Casual,1,0,0,99990,0,0
764,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,4,Casual,1,0,0,112990,0,0
765,Lenovo,AMD,Ryzen 7,4,1024,0,Windows,64,0,Casual,1,0,1,77988,0,0
766,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,0,Casual,1,0,1,76000,1,1
767,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,4,Casual,1,1,0,99990,77,15
768,ASUS,AMD,Ryzen 7,4,1024,0,Windows,64,0,Casual,1,0,0,111000,0,0
769,ASUS,AMD,Ryzen 7,16,1024,0,Windows,64,0,ThinNlight,1,0,1,84970,2,1
770,HP,AMD,Ryzen 7,16,256,1024,Windows,64,4,Gaming,1,0,1,75990,1084,123
771,acer,AMD,Ryzen 7,16,256,1024,Windows,64,6,Casual,1,0,0,89990,272,36
772,acer,AMD,Ryzen 7,16,256,1024,Windows,64,4,Casual,1,0,0,81990,141,24
773,Lenovo,AMD,Ryzen 7,4,512,1024,Windows,32,0,Casual,1,0,0,80490,0,0
774,ASUS,AMD,Ryzen 9,16,1024,0,Windows,64,6,Casual,1,0,0,135990,0,0
775,ASUS,AMD,Ryzen 9,16,1024,0,Windows,32,0,Casual,1,0,0,154990,194,42
776,ASUS,AMD,Ryzen 9,16,1024,0,Windows,64,8,Casual,1,0,1,199990,9,2
777,ASUS,AMD,Ryzen 9,16,1024,0,Windows,64,4,Casual,1,0,0,114990,28,4
778,ASUS,AMD,Ryzen 9,16,1024,0,Windows,64,6,Casual,1,0,1,129990,204,35
779,ASUS,AMD,Ryzen 9,16,1024,0,Windows,64,4,Casual,1,1,1,114990,32,6
780,MSI,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,146990,0,0
781,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,104990,14,2
782,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,1,0,114990,14,1
783,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,1,1,124990,3,0
784,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,1,0,134990,0,0
785,HP,AMD,Ryzen 9,4,1024,0,Windows,64,8,Casual,1,0,1,141990,0,0
786,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,129990,0,0
787,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,1,1,142990,4,1
788,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,121990,0,0
789,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,1,1,124990,44,12
790,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,6,Casual,1,0,0,141990,61,13
791,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,0,0,162990,0,0
792,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,130500,0,0
793,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,0,0,116990,0,0
794,ASUS,AMD,Ryzen 9,4,1024,0,Windows,32,6,Casual,1,0,0,138990,0,0
795,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,1,1,234990,0,0
796,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,135990,0,0
797,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,0,Casual,1,0,0,144990,0,0
798,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,0,0,149990,0,0
799,ASUS,AMD,Ryzen 9,4,1024,0,Windows,64,4,Casual,1,0,0,142990,0,0
800,Lenovo,AMD,Ryzen 5,8,512,0,DOS,64,0,ThinNlight,1,0,0,57490,18,4
